ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	ALIGNMENT	COGID	BORROWING	NOTE
1793	Akuriyó	STONE	təpu	təpu	t ə p u	t ə - - p u	561		
1794	Apalaí	STONE	topu	topu	t o p u	t o - - p u	561		
1795	Arara	STONE	ɨbɨ	ɨbɨ	ɨ b ɨ	ɨ b ɨ	562		
1796	Bakairi	STONE	tuhu	tuhu	t u h u	t u h u	563		
1797	Hixkaryána	STONE	tohu	tohu	t o h u	t o - h - u	561		
1798	Ikpeng	STONE	ɨwɨ	ɨwɨ	ɨ w ɨ	ɨ w ɨ	562		
1799	Ingarikó	STONE	tɨʔ	tɨʔ	t ɨ ʔ	t ɨ - ʔ - -	561		
1800	Kari'ña	STONE	topu	topu	t o p u	t o - - p u	561		
1801	Karijona	STONE	təhu	təhu	t ə h u	t ə - h - u	561		
1802	Kuikuro	STONE	tehu	tehu	t e h u	t e - h - u	561		
1803	Macushi	STONE	tɨʔ	tɨʔ	t ɨ ʔ	t ɨ - ʔ - -	561		
1804	Mapoyo	STONE	təpu	təpu	t ə p u	t ə - - p u	561		
1805	Panare	STONE	toʔ	toʔ	t o ʔ	t o - ʔ - -	561		
1806	Pemón	STONE	təʔ	təʔ	t ə ʔ	t ə - ʔ - -	561		
1807	Tamanaku	STONE	tepu	tepu	t e p u	t e - - p u	561		
1808	Tiriyó	STONE	təpu	təpu	t ə p u	t ə - - p u	561		
1809	Waimiri-Atroari	STONE	topɨ	topɨ	t o p ɨ	t o - - p ɨ	561		
1810	Waiwai	STONE	tooɸu	tooɸu	t o o ɸ u	t o o ɸ - u	561		
1811	Wayana	STONE	təpu	təpu	t ə p u	t ə - - p u	561		
1812	Werikyana	STONE	tohu	tohu	t o h u	t o - h - u	561		
1813	Yawarana	STONE	təppu	təppu	t ə p p u	t ə - p p u	561		
1814	Ye'kwana	STONE	təʔhu	təʔhu	t ə ʔ h u	t ə - ʔ h u	561		
1815	Yukpa	STONE	top	top	t o p	t o - - p -	561		
1816	Akawaio	SUN	wəi	wəi	w ə i	w ə - i	564		
1817	Akuriyó	SUN	wei	wei	w e i	w e - i	564		
1818	Apalaí	SUN	ʃiʃi	ʃiʃi	ʃ i ʃ i	- ʃ i ʃ i	565		
1819	Arara	SUN	t͡ʃit͡ʃi	t͡ʃit͡ʃi	t͡ʃ i t͡ʃ i	- t͡ʃ i t͡ʃ i	565		
1820	Bakairi	SUN	ʃiʃi	ʃiʃi	ʃ i ʃ i	- ʃ i ʃ i	565		
1821	Hixkaryána	SUN	kamɨmɨ	kamɨmɨ	k a m ɨ m ɨ	k a m ɨ m ɨ	566		
1822	Ikpeng	SUN	t͡ʃit͡ʃi	t͡ʃit͡ʃi	t͡ʃ i t͡ʃ i	- t͡ʃ i t͡ʃ i	565		
1823	Ingarikó	SUN	wəi	wəi	w ə i	w ə - i	564		
1824	Kari'ña	SUN	weju	weju	w e j u	w e j u	564		
1825	Karijona	SUN	wei	wei	w e i	w e - i	564		
1826	Kuikuro	SUN	ɣiti	ɣiti	ɣ i t i	- ɣ i t i	565		
1827	Macushi	SUN	wei	wei	w e i	w e - i	564		
1828	Mapoyo	SUN	kaatuno	kaatuno	k a a t u n o	k a a t u n o	567		
1829	Panare	SUN	et͡ʃerkun	et͡ʃerkun	e t͡ʃ e r k u n	e t͡ʃ e r k u n	568		
1830	Pemón	SUN	wei	wei	w e i	w e - i	564		
1831	Tamanaku	SUN	weju	weju	w e j u	w e j u	564		
1832	Tiriyó	SUN	wei	wei	w e i	w e - i	564		
1833	Waimiri-Atroari	SUN	woi	woi	w o i	w o - i	564		
1834	Waiwai	SUN	kaamo	kaamo	k a a m o	k a - a m o	566		
1835	Wayana	SUN	hihi	hihi	h i h i	- h i h i	565		
1836	Werikyana	SUN	isɨsɨ	isɨsɨ	i s ɨ s ɨ	i s ɨ s ɨ	565		
1837	Yawarana	SUN	jaatunu	jaatunu	j a a t u n u	j a a t u n u	567		
1838	Ye'kwana	SUN	sii	sii	s i i	- s i - i	565		
1839	Yukpa	SUN	wet͡ʃo	wet͡ʃo	w e t͡ʃ o	w e t͡ʃ o	564		
1840	Akawaio	SWIM	upənɨmɨ	upənɨmɨ	u p ə n ɨ m ɨ	u - p ə n ɨ m ɨ	569		
1841	Akawaio	SWIM	eʔtukuiʔka	eʔtukuiʔka	e ʔ t u k u i ʔ k a	e ʔ t u k u i ʔ k a	581		
1842	Apalaí	SWIM	epɨ	epɨ	e p ɨ	e p ɨ	576		
1843	Bakairi	SWIM	wə	wə	w ə	w ə	571		
1844	Hixkaryána	SWIM	ʃuh ʃu ka	ʃuh ʃu ka	ʃ u h + ʃ u + k a	ʃ u h + ʃ u + k a	570		
1845	Ikpeng	SWIM	enkorore	enkorore	e n k o r o r e	e n k o r o r e	574		
1846	Ingarikó	SWIM	pənəmɨ	pənəmɨ	p ə n ə m ɨ	- - p ə n ə m ɨ	569		
1847	Kari'ña	SWIM	eʔponumɨ	eʔponumɨ	e ʔ p o n u m ɨ	e ʔ p o n u m ɨ	569		
1848	Karijona	SWIM	ekətə	ekətə	e k ə t ə	e k ə t ə	578		
1849	Macushi	SWIM	pɨnɨnu	pɨnɨnu	p ɨ n ɨ n u	- - p ɨ n ɨ n u	569		
1850	Mapoyo	SWIM	pənemi	pənemi	p ə n e m i	- - p ə n e m i	569		
1851	Panare	SWIM	akueʔpɨ	akueʔpɨ	a k u e ʔ p ɨ	a k u e ʔ p ɨ	572		
1852	Pemón	SWIM	etawa	etawa	e t a w a	e t a w a	573		
1853	Waimiri-Atroari	SWIM	sɨna kɨtɨ	sɨna kɨtɨ	s ɨ n a + k ɨ t ɨ	s ɨ n a + k ɨ t ɨ	580		
1854	Waiwai	SWIM	ɸere	ɸere	ɸ e r e	ɸ e r e	575		
1855	Wayana	SWIM	toton ka	toton ka	t o t o n + k a	t o t o n + k a	579		
1856	Werikyana	SWIM	t͡ʃu t͡ʃu ka	t͡ʃu t͡ʃu ka	t͡ʃ u + t͡ʃ u + k a	t͡ʃ u - + t͡ʃ u + k a	570		
1857	Ye'kwana	SWIM	hənɨmɨ	hənɨmɨ	h ə n ɨ m ɨ	- h - ə n ɨ m ɨ	569		
1858	Yukpa	SWIM	sijanke	sijanke	s i j a n k e	s i j a n k e	577		
1859	Akawaio	TAIL	aukwɨ	aukwɨ	a u k w ɨ	a u k w ɨ	584		
1860	Akawaio	TAIL	areʔna	areʔna	a r e ʔ n a	- a r e ʔ n a	585		
1861	Akuriyó	TAIL	arookɨ; orookɨ	arookɨ	a r o o k ɨ	a r o o k - - ɨ	582		
1862	Akuriyó	TAIL	arookɨ; orookɨ	orookɨ	o r o o k ɨ	o r o o k - - ɨ	582		
1863	Apalaí	TAIL	arokɨ	arokɨ	a r o k ɨ	a r - o k - - ɨ	582		
1864	Arara	TAIL	awom	awom	a w o m	a w o m	587		
1865	Bakairi	TAIL	õwɨ	õwɨ	õ w ɨ	õ w ɨ	588		
1866	Hixkaryána	TAIL	matkɨ	matkɨ	m a t k ɨ	m a t k ɨ	583		
1867	Ikpeng	TAIL	arog	arog	a r o g	a r - o g - - -	582		
1868	Ingarikó	TAIL	əku	əku	ə k u	ə - k - u	584		
1869	Kari'ña	TAIL	antɨkɨ	antɨkɨ	a n t ɨ k ɨ	a n t ɨ k ɨ	590		
1870	Karijona	TAIL	arikɨhə	arikɨhə	a r i k ɨ h ə	a r - i k ɨ h ə	582		
1871	Kuikuro	TAIL	ɣoko	ɣoko	ɣ o k o	- ɣ - o k - - o	582		
1872	Macushi	TAIL	aukɨ	aukɨ	a u k ɨ	a u k - ɨ	584		
1873	Mapoyo	TAIL	wəkiri	wəkiri	w ə k i r i	w ə k i r i	594		
1874	Panare	TAIL	atɨkə	atɨkə	a t ɨ k ə	a t ɨ k ə	592		
1875	Pemón	TAIL	jareʔnə	jareʔnə	j a r e ʔ n ə	j a r e ʔ n ə	585		
1876	Tiriyó	TAIL	arokɨ	arokɨ	a r o k ɨ	a r - o k - - ɨ	582		
1877	Waimiri-Atroari	TAIL	kjamsa	kjamsa	k j a m s a	k j a m s a	596		
1878	Waiwai	TAIL	matkɨ	matkɨ	m a t k ɨ	m a t k ɨ	583		
1879	Wayana	TAIL	watkɨ	watkɨ	w a t k ɨ	w a t k ɨ	589		
1880	Werikyana	TAIL	akina	akina	a k i n a	a k i n a	586		
1881	Yawarana	TAIL	kot͡ʃa	kot͡ʃa	k o t͡ʃ a	k o t͡ʃ a	593		
1882	Ye'kwana	TAIL	haʔroho	haʔroho	h a ʔ r o h o	h a ʔ r o h o	591		
1883	Yukpa	TAIL	awɨkɨ	awɨkɨ	a w ɨ k ɨ	a w ɨ k ɨ	595		
1884	Akawaio	THAT	mərə	mərə	m ə r ə	m ə r - - ə	597		
1885	Akuriyó	THAT	mərə	mərə	m ə r ə	m ə r - - ə	597		
1886	Apalaí	THAT	moro	moro	m o r o	m o r - - o	597		
1887	Arara	THAT	moro	moro	m o r o	m o r - - o	597		
1888	Bakairi	THAT	mərə	mərə	m ə r ə	m ə r - - ə	597		
1889	Hixkaryána	THAT	moro	moro	m o r o	m o r - - o	597		
1890	Ikpeng	THAT	mun	mun	m u n	m u n - - -	597		
1891	Ingarikó	THAT	mərə	mərə	m ə r ə	m ə r - - ə	597		
1892	Kari'ña	THAT	moro	moro	m o r o	m o r - - o	597		
1893	Karijona	THAT	mərə	mərə	m ə r ə	m ə r - - ə	597		
1894	Kuikuro	THAT	eɣe	eɣe	e ɣ e	- e ɣ - - e	597		
1895	Macushi	THAT	mɨrɨrɨ	mɨrɨrɨ	m ɨ r ɨ r ɨ	m ɨ r ɨ r ɨ	597		
1896	Macushi	THAT	siini	siini	s i i n i	s i i n i	598		
1897	Mapoyo	THAT	mərɨ	mərɨ	m ə r ɨ	m ə r - - ɨ	597		
1898	Panare	THAT	mən	mən	m ə n	m ə n - - -	597		
1899	Panare	THAT	əmə(h)	əmə	ə m ə	ə m ə	599		
1900	Pemón	THAT	mərə	mərə	m ə r ə	m ə r - - ə	597		
1901	Tiriyó	THAT	mərə	mərə	m ə r ə	m ə r - - ə	597		
1902	Waimiri-Atroari	THAT	mɨrɨ	mɨrɨ	m ɨ r ɨ	m ɨ r - - ɨ	597		
1903	Waiwai	THAT	moro	moro	m o r o	m o r - - o	597		
1904	Wayana	THAT	mərə	mərə	m ə r ə	m ə r - - ə	597		
1905	Werikyana	THAT	moro	moro	m o r o	m o r - - o	597		
1906	Yawarana	THAT	mərə	mərə	m ə r ə	m ə r - - ə	597		
1907	Ye'kwana	THAT	mərə	mərə	m ə r ə	m ə r - - ə	597		
1908	Yukpa	THAT	ake	ake	a k e	a k e	600		
1909	Akawaio	THIS	se	se	s e	s e - - -	602		
1910	Akuriyó	THIS	t͡ʃerə	t͡ʃerə	t͡ʃ e r ə	t͡ʃ e r ə - -	601		
1911	Apalaí	THIS	sero	sero	s e r o	s e r o - -	601		
1912	Apalaí	THIS	senɨ	senɨ	s e n ɨ	s e n ɨ -	602		
1913	Arara	THIS	ero	ero	e r o	- e r o - -	601		
1914	Bakairi	THIS	ʃirə	ʃirə	ʃ i r ə	ʃ i r ə - -	601		
1915	Hixkaryána	THIS	onɨ	onɨ	o n ɨ	- o n ɨ -	602		
1916	Ikpeng	THIS	nen	nen	n e n	n e n	603		
1917	Ingarikó	THIS	sərə	sərə	s ə r ə	s ə r ə - -	601		
1918	Ingarikó	THIS	se	se	s e	s e - - -	602		
1919	Kari'ña	THIS	ero	ero	e r o	- e r o - -	601		
1920	Kari'ña	THIS	enɨ	enɨ	e n ɨ	- e n ɨ -	602		
1921	Karijona	THIS	ərə	ərə	ə r ə	- ə r ə - -	601		
1922	Karijona	THIS	enɨ	enɨ	e n ɨ	- e n ɨ -	602		
1923	Kuikuro	THIS	iɣe	iɣe	i ɣ e	- i ɣ e - -	601		
1924	Macushi	THIS	sɨrɨrɨ	sɨrɨrɨ	s ɨ r ɨ r ɨ	s ɨ r ɨ r ɨ	601		
1925	Macushi	THIS	seni	seni	s e n i	s e n i -	602		
1926	Mapoyo	THIS	mehe	mehe	m e h e	m e h e	608		
1927	Panare	THIS	sɨh	sɨh	s ɨ h	- - s ɨ h -	601		
1928	Pemón	THIS	sərə	sərə	s ə r ə	s ə r ə - -	601		
1929	Pemón	THIS	senəʔ	senəʔ	s e n ə ʔ	s e n ə ʔ	602		
1930	Tiriyó	THIS	serə	serə	s e r ə	s e r ə - -	601		
1931	Tiriyó	THIS	senɨ	senɨ	s e n ɨ	s e n ɨ -	602		
1932	Waimiri-Atroari	THIS	(h)and͡ʒi	and͡ʒi	a n d͡ʒ i	a n d͡ʒ i	605		
1933	Waimiri-Atroari	THIS	kand͡ʒi	kand͡ʒi	k a n d͡ʒ i	k a n d͡ʒ i	606		
1934	Waiwai	THIS	on	on	o n	- o n - -	602		
1935	Waiwai	THIS	tan	tan	t a n	t a n	604		
1936	Wayana	THIS	herə	herə	h e r ə	h e r ə - -	601		
1937	Wayana	THIS	(mə)hinɨ	hinɨ	h i n ɨ	h i n ɨ -	602		
1938	Werikyana	THIS	soro	soro	s o r o	s o r o - -	601		
1939	Yawarana	THIS	seni; eni	eni	e n i	- e n i -	602		
1940	Yawarana	THIS	seni; eni	seni	s e n i	s e n i -	602		
1941	Ye'kwana	THIS	erə	erə	e r ə	- e r ə - -	601		
1942	Yukpa	THIS	ma(ʃ)	ma	m a	m a	607		
1943	Akawaio	THOU	amərə	amərə	a m ə r ə	a m ə - r ə -	609		
1944	Akuriyó	THOU	əmə	əmə	ə m ə	ə m - - - ə -	609		
1945	Apalaí	THOU	omoro	omoro	o m o r o	o m o - r o -	609		
1946	Arara	THOU	omro	omro	o m r o	o m - - r o -	609		
1947	Bakairi	THOU	əmə	əmə	ə m ə	ə m - - - ə -	609		
1948	Hixkaryána	THOU	omoro	omoro	o m o r o	o m o - r o -	609		
1949	Ikpeng	THOU	omro	omro	o m r o	o m - - r o -	609		
1950	Ingarikó	THOU	amərə	amərə	a m ə r ə	a m ə - r ə -	609		
1951	Kari'ña	THOU	amoro	amoro	a m o r o	a m o - r o -	609		
1952	Karijona	THOU	əmərə	əmərə	ə m ə r ə	ə m ə - r ə -	609		
1953	Kuikuro	THOU	eeɣe	eeɣe	e e ɣ e	- - e e ɣ e -	609		
1954	Macushi	THOU	amɨrɨ	amɨrɨ	a m ɨ r ɨ	a m ɨ - r ɨ -	609		
1955	Mapoyo	THOU	(m)ərə	ərə	ə r ə	- - ə - r ə -	609		
1956	Panare	THOU	amən	amən	a m ə n	a m - - - ə n	609		
1957	Pemón	THOU	amərə	amərə	a m ə r ə	a m ə - r ə -	609		
1958	Tamanaku	THOU	amare	amare	a m a r e	a m a - r e -	609		
1959	Tiriyó	THOU	əmə	əmə	ə m ə	ə m - - - ə -	609		
1960	Waimiri-Atroari	THOU	amɨrɨ	amɨrɨ	a m ɨ r ɨ	a m ɨ - r ɨ -	609		
1961	Waiwai	THOU	amoro	amoro	a m o r o	a m o - r o -	609		
1962	Wayana	THOU	əmərə	əmərə	ə m ə r ə	ə m ə - r ə -	609		
1963	Werikyana	THOU	omoro	omoro	o m o r o	o m o - r o -	609		
1964	Yawarana	THOU	mərə	mərə	m ə r ə	- m ə - r ə -	609		
1965	Ye'kwana	THOU	amərə	amərə	a m ə r ə	a m ə - r ə -	609		
1966	Yukpa	THOU	amo	amo	a m o	a m - - - o -	609		
1967	Akawaio	TONGUE	ani	ani	a n i	- a n i - -	611		
1968	Akuriyó	TONGUE	nore	nore	n o r e	n o r e	610		
1969	Apalaí	TONGUE	nu	nu	n u	n u - -	610		
1970	Arara	TONGUE	lu	lu	l u	- - l u	610		
1971	Bakairi	TONGUE	lu	lu	l u	- - l u	610		
1972	Hixkaryána	TONGUE	ɲu	ɲu	ɲ u	ɲ u - -	610		
1973	Ikpeng	TONGUE	lu	lu	l u	- - l u	610		
1974	Ingarikó	TONGUE	ani	ani	a n i	- a n i - -	611		
1975	Kari'ña	TONGUE	nu	nu	n u	n u - -	610		
1976	Karijona	TONGUE	iɲiko	iɲiko	i ɲ i k o	i ɲ i k o	613		
1977	Kuikuro	TONGUE	ŋu	ŋu	ŋ u	ŋ u - -	610		
1978	Macushi	TONGUE	nu	nu	n u	n u - -	610		
1979	Mapoyo	TONGUE	nu	nu	n u	n u - -	610		
1980	Panare	TONGUE	iɲo	iɲo	i ɲ o	- i ɲ o	610		
1981	Pemón	TONGUE	janito	janito	j a n i t o	j a n i t o	611		
1982	Tamanaku	TONGUE	nu	nu	n u	n u - -	610		
1983	Tiriyó	TONGUE	nore	nore	n o r e	n o r e	610		
1984	Waimiri-Atroari	TONGUE	nɨ	nɨ	n ɨ	n ɨ - -	610		
1985	Waiwai	TONGUE	ɲu	ɲu	ɲ u	ɲ u - -	610		
1986	Wayana	TONGUE	nu	nu	n u	n u - -	610		
1987	Werikyana	TONGUE	nu	nu	n u	n u - -	610		
1988	Yawarana	TONGUE	nu	nu	n u	n u - -	610		
1989	Ye'kwana	TONGUE	ɲuu	ɲuu	ɲ u u	ɲ u - u	610		
1990	Yukpa	TONGUE	konatre	konatre	k o n a t r e	k o n a t r e	612		
1991	Akawaio	TOOTH	ɨ	ɨ	ɨ	- ɨ -	614		
1992	Akuriyó	TOOTH	je(ʔ)	je	j e	j e -	614		
1993	Apalaí	TOOTH	ze	ze	z e	z e -	614		
1994	Arara	TOOTH	e	e	e	- e -	614		
1995	Bakairi	TOOTH	e	e	e	- e -	614		
1996	Hixkaryána	TOOTH	jo	jo	j o	j o -	614		
1997	Ikpeng	TOOTH	e	e	e	- e -	614		
1998	Ingarikó	TOOTH	jə	jə	j ə	j ə -	614		
1999	Kari'ña	TOOTH	je	je	j e	j e -	614		
2000	Karijona	TOOTH	je	je	j e	j e -	614		
2001	Kuikuro	TOOTH	i	i	i	- i -	614		
2002	Macushi	TOOTH	je	je	j e	j e -	614		
2003	Mapoyo	TOOTH	jə	jə	j ə	j ə -	614		
2004	Panare	TOOTH	jə	jə	j ə	j ə -	614		
2005	Pemón	TOOTH	je	je	j e	j e -	614		
2006	Tamanaku	TOOTH	je	je	j e	j e -	614		
2007	Tiriyó	TOOTH	je	je	j e	j e -	614		
2008	Waimiri-Atroari	TOOTH	jee	jee	j e e	j e e	614		
2009	Waiwai	TOOTH	jo	jo	j o	j o -	614		
2010	Wayana	TOOTH	je	je	j e	j e -	614		
2011	Werikyana	TOOTH	jo	jo	j o	j o -	614		
2012	Yawarana	TOOTH	jə	jə	j ə	j ə -	614		
2013	Ye'kwana	TOOTH	re	re	r e	r e -	614		
2014	Yukpa	TOOTH	jɨ	jɨ	j ɨ	j ɨ -	614		
2015	Akawaio	TREE	jɨi	jɨi	j ɨ i	j ɨ - - i	615		
2016	Akuriyó	TREE	wewe	wewe	w e w e	w e - w e	616		
2017	Apalaí	TREE	wewe	wewe	w e w e	w e - w e	616		
2018	Arara	TREE	jei	jei	j e i	j e - - i	615		
2019	Bakairi	TREE	e	e	e	- e - - -	615		
2020	Hixkaryána	TREE	wewe	wewe	w e w e	w e - w e	616		
2021	Ikpeng	TREE	jaj	jaj	j a j	j a - j -	615		
2022	Ingarikó	TREE	jɨi	jɨi	j ɨ i	j ɨ - - i	615		
2023	Kari'ña	TREE	wewe	wewe	w e w e	w e - w e	616		
2024	Karijona	TREE	wewe	wewe	w e w e	w e - w e	616		
2025	Kuikuro	TREE	i	i	i	- i - - -	615		
2026	Macushi	TREE	jei	jei	j e i	j e - - i	615		
2027	Mapoyo	TREE	jəhe	jəhe	j ə h e	j ə - h e	615		
2028	Panare	TREE	ije	ije	i j e	- i - j e	615		
2029	Pemón	TREE	jəi	jəi	j ə i	j ə - - i	615		
2030	Tamanaku	TREE	jeje	jeje	j e j e	j e - j e	615		
2031	Tiriyó	TREE	wewe	wewe	w e w e	w e - w e	616		
2032	Waimiri-Atroari	TREE	wiwe	wiwe	w i w e	w i - w e	616		
2033	Waiwai	TREE	weewe	weewe	w e e w e	w e e w e	616		
2034	Wayana	TREE	wewe	wewe	w e w e	w e - w e	616		
2035	Werikyana	TREE	wewe	wewe	w e w e	w e - w e	616		
2036	Yawarana	TREE	jəəje	jəəje	j ə ə j e	j ə ə j e	615		
2037	Ye'kwana	TREE	ree	ree	r e e	r e - - e	615		
2038	Yukpa	TREE	we	we	w e	w e - - -	616		
2039	Akawaio	TWO	asaʔrə	asaʔrə	a s a ʔ r ə	- a s - a - - ʔ - - r ə	617		
2040	Akuriyó	TWO	əekənə	əekənə	ə e k ə n ə	- ə - - e k ə - n - - ə	617		
2041	Apalaí	TWO	asakoro	asakoro	a s a k o r o	- a s - a k o - - - r o	617		
2042	Arara	TWO	adak	adak	a d a k	- a - d a k - - - - - -	617		
2043	Bakairi	TWO	azagə	azagə	a z a g ə	- a z - a g - - - - - ə	617		
2044	Hixkaryána	TWO	asako	asako	a s a k o	- a s - a k - - - - - o	617		
2045	Ikpeng	TWO	arak	arak	a r a k	- a - r a k - - - - - -	617		
2046	Ingarikó	TWO	asaʔrɨ	asaʔrɨ	a s a ʔ r ɨ	- a s - a - - ʔ - - r ɨ	617		
2047	Kari'ña	TWO	oko	oko	o k o	- o - - - k - - - - - o	617		
2048	Karijona	TWO	səkənərə	səkənərə	s ə k ə n ə r ə	- - s - ə k ə - n ə r ə	617		
2049	Kuikuro	TWO	takeko	takeko	t a k e k o	t a - k e k - - - - - o	617		
2050	Macushi	TWO	asakɨʔne	asakɨʔne	a s a k ɨ ʔ n e	- a s - a k ɨ ʔ n - - e	617		
2051	Mapoyo	TWO	sakenarɨ	sakenarɨ	s a k e n a r ɨ	- - s - a k e - n a r ɨ	617		
2052	Panare	TWO	asaʔ	asaʔ	a s a ʔ	- a s - a - - ʔ - - - -	617		
2053	Pemón	TWO	sakɨʔne	sakɨʔne	s a k ɨ ʔ n e	- - s - a k ɨ ʔ n - - e	617		
2054	Tamanaku	TWO	aʔt͡ʃake	aʔt͡ʃake	a ʔ t͡ʃ a k e	- a ʔ t͡ʃ a k - - - - - e	617		
2055	Tiriyó	TWO	əəkənə	əəkənə	ə ə k ə n ə	- ə - - ə k ə - n - - ə	617		
2056	Waimiri-Atroari	TWO	tɨpɨtɨna	tɨpɨtɨna	t ɨ p ɨ t ɨ n a	t ɨ p ɨ t ɨ n a	619		
2057	Waiwai	TWO	asakɨ	asakɨ	a s a k ɨ	- a s - a k - - - - - ɨ	617		
2058	Wayana	TWO	hakəne	hakəne	h a k ə n e	- - h - a k ə - n - - e	617		
2059	Werikyana	TWO	asakɨ	asakɨ	a s a k ɨ	- a s - a k - - - - - ɨ	617		
2060	Yawarana	TWO	asakəma	asakəma	a s a k ə m a	- a s - a k ə - - - m a	617		
2061	Ye'kwana	TWO	aakə	aakə	a a k ə	- a - - a k - - - - - ə	617		
2062	Yukpa	TWO	kosa	kosa	k o s a	k o s a	618		
2063	Akawaio	WALK	usarɨ	usarɨ	u s a r ɨ	u s a r ɨ	623		
2064	Akawaio	WALK	upinimɨ	upinimɨ	u p i n i m ɨ	u p i n i m ɨ	626		
2065	Apalaí	WALK	ɨto	ɨto	ɨ t o	ɨ t o -	620		
2066	Arara	WALK	do	do	d o	- d o -	620		
2067	Bakairi	WALK	də	də	d ə	- d ə -	620		
2068	Hixkaryána	WALK	atarʲeknoh	atarʲeknoh	a t a rʲ e k n o h	a t a rʲ e k n o h	621		
2069	Ikpeng	WALK	ero; aran	aran	a r a n	a r a n	620		
2070	Ikpeng	WALK	ero; aran	ero	e r o	e r o -	620		
2071	Ingarikó	WALK	sa	sa	s a	- s a - -	623		
2072	Kari'ña	WALK	wɨtopotɨ	wɨtopotɨ	w ɨ t o p o t ɨ	w ɨ t o p o t ɨ	624		
2073	Karijona	WALK	itə	itə	i t ə	i t ə -	620		
2074	Kuikuro	WALK	hɨlun	hɨlun	h ɨ l u n	h ɨ l u n	631		
2075	Macushi	WALK	asarɨ	asarɨ	a s a r ɨ	a s a r ɨ	623		
2076	Mapoyo	WALK	pirini	pirini	p i r i n i	p i r i n i	622		
2077	Panare	WALK	ataraama	ataraama	a t a r a a m a	a t a r a a m a	627		
2078	Pemón	WALK	eʔtame	eʔtame	e ʔ t a m e	e ʔ t a m e	628		
2079	Tamanaku	WALK	waitimu	waitimu	w a i t i m u	w a i t i m u	625		
2080	Tiriyó	WALK	urakana	urakana	u r a k a n a	u r a k a n a	630		
2081	Waiwai	WALK	etarʲ	etarʲ	e t a rʲ	e t a rʲ - - - - -	621		
2082	Wayana	WALK	tɨhtɨ ka	tɨhtɨ ka	t ɨ h t ɨ + k a	t ɨ h t ɨ + k a	632		
2083	Werikyana	WALK	renɨmɨ	renɨmɨ	r e n ɨ m ɨ	r e n ɨ m ɨ	634		
2084	Yawarana	WALK	pɨrini	pɨrini	p ɨ r i n i	p ɨ r i n i	622		
2085	Ye'kwana	WALK	əəmannəhɨ	əəmannəhɨ	ə ə m a n n ə h ɨ	ə ə m a n n ə h ɨ	633		
2086	Yukpa	WALK	pɨta	pɨta	p ɨ t a	p ɨ t a	629		
2087	Akawaio	WATER	tuna	tuna	t u n a	t u - n - a	635		
2088	Akuriyó	WATER	tuna	tuna	t u n a	t u - n - a	635		
2089	Apalaí	WATER	tuna	tuna	t u n a	t u - n - a	635		
2090	Arara	WATER	paru	paru	p a r u	p a r u	636		
2091	Bakairi	WATER	paru	paru	p a r u	p a r u	636		
2092	Hixkaryána	WATER	tuna	tuna	t u n a	t u - n - a	635		
2093	Ikpeng	WATER	ga	ga	g a	g a	637		
2094	Ingarikó	WATER	tuna	tuna	t u n a	t u - n - a	635		
2095	Kari'ña	WATER	tuna	tuna	t u n a	t u - n - a	635		
2096	Karijona	WATER	tuna	tuna	t u n a	t u - n - a	635		
2097	Kuikuro	WATER	tuŋa	tuŋa	t u ŋ a	t u - ŋ - a	635		
2098	Macushi	WATER	tuna	tuna	t u n a	t u - n - a	635		
2099	Mapoyo	WATER	tuna	tuna	t u n a	t u - n - a	635		
2100	Panare	WATER	tɨna	tɨna	t ɨ n a	t ɨ - n - a	635		
2101	Pemón	WATER	tuna	tuna	t u n a	t u - n - a	635		
2102	Tamanaku	WATER	tuna	tuna	t u n a	t u - n - a	635		
2103	Tiriyó	WATER	tuna	tuna	t u n a	t u - n - a	635		
2104	Waimiri-Atroari	WATER	sɨna	sɨna	s ɨ n a	s ɨ - n - a	635		
2105	Waiwai	WATER	tuuna	tuuna	t u u n a	t u u n - a	635		
2106	Wayana	WATER	tuna	tuna	t u n a	t u - n - a	635		
2107	Werikyana	WATER	tuna	tuna	t u n a	t u - n - a	635		
2108	Yawarana	WATER	tunaa	tunaa	t u n a a	t u - n a a	635		
2109	Ye'kwana	WATER	tuna	tuna	t u n a	t u - n - a	635		
2110	Yukpa	WATER	kuna	kuna	k u n a	k u - n - a	635		
2111	Akawaio	WE	ina	ina	i n a	i n - - - a	638		
2112	Akuriyó	WE	anja	anja	a n j a	a n - - j a	638		
2113	Apalaí	WE	ɨna	ɨna	ɨ n a	ɨ n - - - a	638		
2114	Arara	WE	t͡ʃimna	t͡ʃimna	t͡ʃ i m n a	t͡ʃ i m n a	639		
2115	Bakairi	WE	ʃina	ʃina	ʃ i n a	ʃ i - n a	639		
2116	Hixkaryána	WE	amna	amna	a m n a	- - a m n a	638		
2117	Ikpeng	WE	t͡ʃimna	t͡ʃimna	t͡ʃ i m n a	t͡ʃ i m n a	639		
2118	Ingarikó	WE	ina	ina	i n a	i n - - - a	638		
2119	Kari'ña	WE	naʔna	naʔna	n a ʔ n a	- n a ʔ n a	638		
2120	Karijona	WE	aɲa	aɲa	a ɲ a	a ɲ - - - a	638		
2121	Kuikuro	WE	tisuɣe	tisuɣe	t i s u ɣ e	t i s u ɣ e	640		
2122	Macushi	WE	anna	anna	a n n a	a n - - n a	638		
